dispute_id,txn_id,opened_date,reason_code,dispute_type,dispute_amount_uzs,status,resolved_date
404,17061,2025-11-22,duplicate,retrieval_request,66322,open,
405,17125,2025-09-12,quality,retrieval_request,28663,lost,2025-09-24
406,17133,2025-02-06,product_not_received,retrieval_request,509038,lost,2025-03-04
407,17205,2025-03-30,quality,pre_arbitration,113847,won,2025-04-17
408,17232,2025-03-11,quality,retrieval_request,147042,won,2025-03-16
409,17316,2025-04-15,quality,chargeback,33323,open,
410,17329,2025-06-19,product_not_received,chargeback,61906,open,
411,17348,2025-08-08,duplicate,chargeback,305422,open,
412,17360,2025-12-20,product_not_received,retrieval_request,41108,open,
413,17376,2026-01-05,quality,chargeback,154971,lost,2026-01-29
414,17424,2025-07-26,product_not_received,pre_arbitration,116319,won,2025-08-23
415,17478,2025-12-26,product_not_received,chargeback,424719,won,2026-01-08
416,17488,2025-12-12,quality,retrieval_request,77596,open,
417,17514,2025-02-14,fraud,chargeback,916976,lost,2025-03-05
418,17562,2025-02-04,product_not_received,chargeback,201149,lost,2025-02-14
419,17566,2026-01-18,product_not_received,chargeback,162919,won,2026-01-28
420,17610,2025-07-24,quality,chargeback,30862,won,2025-08-01
421,17701,2026-01-09,duplicate,retrieval_request,776869,lost,2026-01-14
422,17735,2025-12-12,duplicate,chargeback,220531,lost,2026-01-04
423,17759,2025-09-30,quality,chargeback,154681,won,2025-10-26
424,17797,2025-02-18,subscription_cancel,chargeback,240998,lost,2025-03-07
425,17867,2025-10-26,duplicate,chargeback,126403,open,
426,17884,2025-04-01,quality,chargeback,91528,won,2025-04-13
427,17989,2025-11-07,duplicate,chargeback,250955,open,
428,18012,2025-03-30,quality,retrieval_request,1439281,open,
429,18121,2025-08-13,fraud,chargeback,643098,lost,2025-09-11
430,18129,2025-09-29,product_not_received,chargeback,115657,open,
431,18156,2025-05-12,product_not_received,chargeback,128251,won,2025-06-09
432,18172,2025-02-01,quality,retrieval_request,268236,won,2025-02-21
433,18195,2025-11-10,quality,chargeback,314131,lost,2025-12-08
434,18214,2025-05-20,subscription_cancel,chargeback,90421,won,2025-06-09
435,18216,2026-01-14,duplicate,retrieval_request,41277,lost,2026-02-10
436,18342,2025-11-03,quality,chargeback,109425,won,2025-11-15
437,18345,2025-02-13,product_not_received,retrieval_request,182211,open,
438,18416,2025-12-04,product_not_received,chargeback,160054,open,
439,18419,2025-08-31,quality,chargeback,39916,lost,2025-09-09
440,18465,2025-12-09,fraud,retrieval_request,3853165,won,2026-01-08
441,18476,2025-12-21,fraud,chargeback,629637,open,
442,18540,2025-04-27,product_not_received,retrieval_request,64658,won,2025-05-04
443,18563,2025-07-28,subscription_cancel,pre_arbitration,46024,won,2025-08-27
444,18646,2025-06-18,duplicate,chargeback,224034,open,
445,18728,2025-09-07,quality,chargeback,731616,lost,2025-09-18
446,18749,2025-09-09,duplicate,chargeback,71825,won,2025-09-14
447,18874,2025-12-25,subscription_cancel,retrieval_request,134814,won,2026-01-19
448,18885,2025-08-29,quality,chargeback,257368,lost,2025-09-16
449,18908,2025-07-19,quality,pre_arbitration,85864,open,
450,18926,2025-05-20,product_not_received,chargeback,111432,lost,2025-05-27
451,18930,2025-03-23,quality,chargeback,31008,lost,2025-04-19
452,18933,2025-10-26,product_not_received,chargeback,1092543,open,
453,18959,2025-09-21,fraud,chargeback,492007,open,
454,19002,2026-01-07,product_not_received,pre_arbitration,348891,lost,2026-01-19
455,19028,2025-04-22,product_not_received,chargeback,56922,won,2025-04-30
456,19091,2025-02-11,fraud,chargeback,752699,open,
457,19104,2025-09-24,product_not_received,retrieval_request,29160,won,2025-10-20
458,19157,2025-03-23,duplicate,chargeback,345306,won,2025-04-09
459,19231,2025-04-28,quality,retrieval_request,115649,open,
460,19379,2025-10-31,product_not_received,chargeback,121602,won,2025-11-21
461,19407,2025-08-22,product_not_received,retrieval_request,73998,lost,2025-08-27
462,19409,2025-06-18,product_not_received,retrieval_request,44498,won,2025-07-08
463,19417,2025-07-10,product_not_received,chargeback,176029,won,2025-07-25
464,19437,2026-01-02,product_not_received,chargeback,205784,lost,2026-01-17
465,19441,2025-09-13,product_not_received,chargeback,108165,lost,2025-10-10
466,19492,2025-11-09,subscription_cancel,pre_arbitration,112027,lost,2025-11-14
467,19513,2025-09-22,product_not_received,chargeback,158741,won,2025-10-10
468,19662,2025-12-04,quality,retrieval_request,525982,lost,2025-12-28
469,19705,2025-11-29,quality,chargeback,31641,won,2025-12-10
470,19712,2025-03-02,fraud,chargeback,1099022,won,2025-03-17
471,19750,2025-10-07,subscription_cancel,retrieval_request,193325,won,2025-10-18
472,19863,2025-02-12,subscription_cancel,chargeback,287359,open,
473,19866,2026-01-19,product_not_received,chargeback,62984,won,2026-02-08
474,19870,2025-11-18,product_not_received,retrieval_request,191468,lost,2025-11-28
475,20034,2025-02-27,fraud,chargeback,1497010,open,
476,20043,2025-07-19,product_not_received,chargeback,399096,won,2025-08-02
477,20057,2025-10-29,product_not_received,chargeback,47075,lost,2025-11-03
478,20149,2025-05-14,quality,chargeback,333933,lost,2025-05-31
479,20158,2025-06-24,product_not_received,chargeback,1515293,lost,2025-07-04
480,20174,2025-12-30,product_not_received,pre_arbitration,165847,lost,2026-01-10
481,20175,2025-08-12,quality,pre_arbitration,271349,won,2025-08-31
482,20218,2025-08-18,duplicate,retrieval_request,378764,open,
483,20243,2025-12-05,product_not_received,retrieval_request,308161,open,
484,20258,2025-11-17,subscription_cancel,retrieval_request,266186,open,
485,20259,2025-07-21,product_not_received,retrieval_request,1046672,lost,2025-08-20
486,20284,2025-05-28,subscription_cancel,chargeback,834484,won,2025-06-19
487,20288,2025-10-01,product_not_received,retrieval_request,327058,lost,2025-10-22
488,20290,2025-11-15,duplicate,chargeback,85390,lost,2025-11-27
489,20306,2025-08-02,product_not_received,retrieval_request,397635,won,2025-08-13
490,20310,2025-11-13,product_not_received,chargeback,166470,won,2025-12-10
491,20382,2025-10-14,fraud,chargeback,173662,lost,2025-11-02
492,20402,2025-12-16,subscription_cancel,chargeback,45780,won,2026-01-12
493,20416,2025-08-03,product_not_received,chargeback,293060,lost,2025-08-26
494,20546,2025-08-06,fraud,pre_arbitration,2392882,won,2025-08-22
495,20598,2025-07-31,product_not_received,chargeback,261031,won,2025-08-20
496,20624,2025-01-28,product_not_received,chargeback,82646,open,
497,20642,2025-06-28,product_not_received,chargeback,94414,lost,2025-07-24
498,20660,2025-02-17,subscription_cancel,chargeback,76790,lost,2025-03-08
499,20733,2025-04-14,duplicate,chargeback,95590,open,
500,20863,2025-12-12,quality,chargeback,65353,open,
501,20877,2026-01-25,quality,retrieval_request,71409,open,
502,20894,2025-12-02,subscription_cancel,chargeback,294912,open,
503,20906,2025-06-24,product_not_received,chargeback,72424,lost,2025-07-06
504,20937,2025-03-06,duplicate,retrieval_request,130522,won,2025-03-24
505,20979,2025-10-07,product_not_received,chargeback,211325,won,2025-10-15
506,21006,2026-01-03,fraud,chargeback,2228800,won,2026-01-10
507,21019,2025-05-04,duplicate,chargeback,871387,won,2025-05-09
508,21029,2025-11-06,subscription_cancel,chargeback,433337,open,
509,21068,2025-10-23,quality,chargeback,306152,lost,2025-11-13
510,21199,2025-06-12,product_not_received,retrieval_request,325032,won,2025-06-23
511,21242,2025-07-23,subscription_cancel,retrieval_request,219350,won,2025-08-11
512,21288,2025-12-21,product_not_received,chargeback,118452,lost,2026-01-10
513,21336,2025-09-17,subscription_cancel,retrieval_request,663467,won,2025-10-12
514,21337,2025-10-02,quality,chargeback,16336,lost,2025-10-24
515,21351,2025-09-07,subscription_cancel,chargeback,108740,lost,2025-09-29
516,21355,2025-07-10,fraud,chargeback,3017193,won,2025-07-23
517,21373,2025-12-30,quality,retrieval_request,242577,won,2026-01-23
518,21462,2025-05-13,subscription_cancel,chargeback,277049,lost,2025-06-08
519,21488,2025-12-05,duplicate,retrieval_request,483988,won,2026-01-01
520,21532,2025-08-06,quality,chargeback,265473,open,
521,21546,2025-03-21,fraud,pre_arbitration,769871,lost,2025-04-16
522,21564,2026-01-15,product_not_received,chargeback,146546,lost,2026-01-24
523,21583,2025-10-09,duplicate,retrieval_request,104034,lost,2025-10-24
524,21627,2026-01-24,product_not_received,retrieval_request,70972,lost,2026-02-20
525,21639,2025-03-11,product_not_received,retrieval_request,146329,open,
526,21724,2025-02-16,quality,chargeback,109450,won,2025-03-12
527,21844,2025-02-02,subscription_cancel,chargeback,95955,lost,2025-02-18
528,21873,2025-09-24,subscription_cancel,chargeback,65950,lost,2025-10-18
529,21887,2026-01-29,quality,chargeback,96318,open,
530,21975,2025-06-25,subscription_cancel,chargeback,74498,lost,2025-06-30
531,22015,2026-01-05,subscription_cancel,retrieval_request,62894,lost,2026-01-26
532,22246,2025-08-31,product_not_received,chargeback,136711,won,2025-09-26
533,22421,2026-01-09,product_not_received,chargeback,337548,open,
534,22435,2025-11-28,quality,chargeback,224129,won,2025-12-16
535,22449,2025-03-17,product_not_received,chargeback,438461,lost,2025-04-14
536,22481,2025-05-31,product_not_received,retrieval_request,81455,lost,2025-06-08
537,22493,2025-06-03,product_not_received,retrieval_request,246879,won,2025-06-29
538,22537,2025-06-11,duplicate,chargeback,40410,lost,2025-06-16
539,22558,2025-12-16,fraud,chargeback,1630302,won,2026-01-02
540,22605,2025-11-22,product_not_received,retrieval_request,41066,lost,2025-12-05
541,22623,2025-08-19,quality,chargeback,76698,lost,2025-09-11
542,22673,2025-04-24,duplicate,retrieval_request,35586,lost,2025-05-17
543,22695,2025-06-07,quality,retrieval_request,257409,lost,2025-06-14
544,22708,2025-07-06,quality,chargeback,66422,lost,2025-07-15
545,22763,2025-12-22,quality,chargeback,132645,lost,2026-01-02
546,22776,2025-07-19,quality,pre_arbitration,137577,lost,2025-08-01
547,22779,2025-11-06,product_not_received,chargeback,178592,won,2025-11-17
548,22821,2025-12-13,product_not_received,chargeback,159231,won,2026-01-08
549,22862,2025-11-14,product_not_received,retrieval_request,78574,lost,2025-12-12
550,22891,2025-12-23,fraud,chargeback,510883,lost,2026-01-16
551,22900,2025-10-24,product_not_received,chargeback,83404,won,2025-11-02
552,22964,2025-06-23,duplicate,pre_arbitration,214581,lost,2025-07-15
553,22975,2025-03-30,quality,chargeback,62660,lost,2025-04-16
554,23131,2025-06-24,subscription_cancel,chargeback,79496,open,
555,23198,2025-10-30,quality,chargeback,58960,won,2025-11-19
556,23214,2025-12-11,quality,retrieval_request,40304,lost,2026-01-02
557,23258,2026-02-04,product_not_received,pre_arbitration,180009,lost,2026-02-23
558,23270,2025-03-23,duplicate,chargeback,149519,open,
559,23322,2025-01-23,fraud,chargeback,654682,lost,2025-02-20
560,23434,2026-01-13,subscription_cancel,retrieval_request,94951,lost,2026-01-18
561,23458,2025-11-24,product_not_received,chargeback,163514,lost,2025-12-11
562,23492,2025-12-29,product_not_received,chargeback,37741,won,2026-01-19
563,23496,2025-01-25,subscription_cancel,chargeback,91940,open,
564,23636,2025-12-17,subscription_cancel,chargeback,930592,lost,2025-12-30
565,23771,2025-10-14,quality,chargeback,55190,lost,2025-11-01
566,23772,2026-01-09,fraud,chargeback,1240658,lost,2026-02-03
567,23808,2025-12-20,product_not_received,retrieval_request,416129,won,2026-01-15
568,23813,2025-03-10,product_not_received,retrieval_request,49066,won,2025-03-17
569,23815,2025-11-03,fraud,chargeback,245679,lost,2025-11-24
570,23861,2025-06-20,quality,retrieval_request,166911,open,
571,23954,2025-11-21,quality,chargeback,53103,won,2025-12-19
572,23959,2025-06-30,quality,chargeback,635256,won,2025-07-19
573,23980,2025-08-18,quality,pre_arbitration,560161,won,2025-08-31
574,24047,2026-01-03,quality,chargeback,179799,lost,2026-01-20
575,24054,2025-09-20,product_not_received,retrieval_request,104009,won,2025-10-16
576,24056,2025-07-30,subscription_cancel,chargeback,103633,lost,2025-08-19
577,24093,2025-03-29,product_not_received,chargeback,115214,won,2025-04-10
578,24108,2025-05-23,product_not_received,retrieval_request,43881,lost,2025-06-21
579,24125,2025-09-05,quality,pre_arbitration,188825,lost,2025-09-24
580,24127,2025-11-21,product_not_received,chargeback,37829,open,
581,24134,2025-05-22,product_not_received,chargeback,140468,lost,2025-06-11
582,24163,2025-11-01,fraud,chargeback,1192131,lost,2025-11-10
583,24179,2025-10-03,product_not_received,chargeback,310365,lost,2025-10-26
584,24188,2025-07-19,quality,chargeback,317917,open,
585,24194,2025-04-13,fraud,retrieval_request,1920424,lost,2025-05-12
586,24212,2026-01-31,product_not_received,chargeback,120045,won,2026-02-18
587,24292,2025-12-31,product_not_received,chargeback,223838,lost,2026-01-23
588,24329,2025-12-30,product_not_received,retrieval_request,76256,lost,2026-01-10
589,24342,2025-11-29,product_not_received,chargeback,68467,lost,2025-12-05
590,24368,2025-03-14,product_not_received,chargeback,58286,lost,2025-03-27
591,24377,2025-12-06,quality,chargeback,989102,won,2025-12-12
592,24414,2025-09-13,quality,retrieval_request,42070,open,
593,24482,2025-07-18,subscription_cancel,chargeback,68144,won,2025-08-03
594,24486,2026-01-18,duplicate,chargeback,30454,open,
595,24563,2025-09-15,fraud,chargeback,1289753,open,
596,24634,2025-03-25,subscription_cancel,pre_arbitration,161772,won,2025-04-21
597,24686,2026-01-26,product_not_received,pre_arbitration,149389,open,
598,24687,2025-12-27,product_not_received,chargeback,388329,won,2026-01-13
599,24692,2025-08-31,product_not_received,retrieval_request,86805,open,
600,24698,2025-02-21,quality,chargeback,125263,lost,2025-03-23
601,24761,2025-11-19,quality,retrieval_request,27621,lost,2025-12-01
602,24838,2025-06-15,product_not_received,chargeback,445120,lost,2025-06-25
603,24874,2025-08-12,quality,chargeback,114305,lost,2025-08-17
604,24906,2025-08-20,product_not_received,pre_arbitration,196640,lost,2025-09-17
605,24917,2025-02-18,subscription_cancel,chargeback,721901,open,
606,24921,2025-06-18,quality,chargeback,400219,won,2025-07-09
607,24926,2025-10-25,subscription_cancel,retrieval_request,57571,lost,2025-11-11
608,24937,2025-10-01,quality,chargeback,151224,lost,2025-10-17
609,24985,2026-01-28,quality,pre_arbitration,249511,lost,2026-02-22
610,25059,2025-10-07,duplicate,retrieval_request,69092,lost,2025-10-27
611,25173,2025-11-01,quality,chargeback,84856,won,2025-11-15
612,25218,2025-12-29,quality,chargeback,84043,lost,2026-01-13
613,25224,2025-11-22,subscription_cancel,chargeback,119345,lost,2025-11-30
614,25248,2025-10-03,quality,chargeback,307955,lost,2025-11-02
615,25281,2025-11-11,duplicate,retrieval_request,104609,lost,2025-11-17
616,25291,2025-05-22,duplicate,chargeback,308955,lost,2025-05-28
617,25312,2025-02-06,subscription_cancel,chargeback,207080,lost,2025-03-06
618,25328,2025-10-23,product_not_received,chargeback,77346,lost,2025-10-28
619,25360,2025-08-12,product_not_received,chargeback,83574,won,2025-08-24
620,25415,2025-12-17,quality,retrieval_request,141107,lost,2026-01-16
621,25455,2025-11-27,fraud,chargeback,1423104,lost,2025-12-19
622,25465,2025-05-13,product_not_received,chargeback,273764,won,2025-05-24
623,25549,2025-05-31,quality,chargeback,420712,lost,2025-06-11
624,25555,2025-06-05,product_not_received,retrieval_request,214377,lost,2025-06-21
625,25653,2025-11-19,quality,pre_arbitration,131786,won,2025-12-17
626,25662,2025-01-26,subscription_cancel,chargeback,89869,lost,2025-02-17
627,25672,2025-02-14,product_not_received,chargeback,151543,lost,2025-02-21
628,25684,2025-10-03,product_not_received,chargeback,426652,lost,2025-10-16
629,25749,2025-07-20,subscription_cancel,chargeback,176830,lost,2025-08-06
630,25784,2025-12-31,quality,retrieval_request,154487,lost,2026-01-15
631,25857,2025-04-13,quality,retrieval_request,1062777,open,
632,25958,2026-01-12,subscription_cancel,chargeback,207240,won,2026-02-05
633,25964,2025-03-03,product_not_received,pre_arbitration,76638,lost,2025-03-09
634,26005,2025-11-12,quality,chargeback,78726,won,2025-11-23
635,26008,2025-01-16,subscription_cancel,retrieval_request,147123,lost,2025-01-28
636,26023,2026-01-10,quality,chargeback,322762,won,2026-02-01
637,26093,2026-01-18,product_not_received,chargeback,83193,lost,2026-01-29
638,26132,2025-12-08,quality,retrieval_request,252425,won,2025-12-25
639,26142,2025-03-23,quality,chargeback,95613,lost,2025-04-18
640,26156,2025-08-23,product_not_received,retrieval_request,102341,lost,2025-09-10
641,26201,2025-07-06,duplicate,chargeback,317441,lost,2025-08-04
642,26300,2025-11-19,quality,chargeback,105039,lost,2025-12-08
643,26342,2025-04-17,product_not_received,retrieval_request,101650,won,2025-04-25
644,26378,2025-08-21,product_not_received,chargeback,166177,lost,2025-09-18
645,26389,2025-12-18,product_not_received,chargeback,263670,won,2026-01-13
646,26419,2025-03-02,quality,chargeback,1615741,won,2025-03-27
647,26519,2025-12-26,quality,chargeback,53536,won,2026-01-16
648,26569,2025-10-02,quality,retrieval_request,132785,lost,2025-10-14
649,26581,2025-10-17,subscription_cancel,chargeback,168496,lost,2025-11-02
650,26585,2026-01-11,quality,chargeback,112968,won,2026-02-04
651,26649,2026-01-05,subscription_cancel,retrieval_request,105471,won,2026-01-24
652,26767,2025-10-26,product_not_received,chargeback,129422,won,2025-11-25
653,26824,2025-12-19,fraud,chargeback,549134,won,2026-01-10
654,26871,2025-07-04,subscription_cancel,chargeback,710783,won,2025-07-09
655,26961,2025-08-19,product_not_received,chargeback,206122,open,
656,26975,2026-01-03,product_not_received,retrieval_request,44278,won,2026-01-25
657,26986,2025-10-01,product_not_received,chargeback,76194,won,2025-10-12
658,26989,2025-09-25,subscription_cancel,retrieval_request,1945841,won,2025-10-05
659,26996,2025-05-25,product_not_received,chargeback,231265,lost,2025-06-09
660,26999,2025-10-28,product_not_received,chargeback,51136,open,
661,27023,2025-12-10,duplicate,retrieval_request,132992,lost,2026-01-09
662,27105,2025-09-09,duplicate,retrieval_request,49779,lost,2025-10-02
663,27259,2026-01-05,product_not_received,chargeback,38325,lost,2026-01-24
664,27281,2025-11-16,quality,chargeback,528502,lost,2025-12-06
665,27283,2025-03-30,product_not_received,chargeback,146537,won,2025-04-19
666,27337,2025-11-22,subscription_cancel,chargeback,151656,won,2025-12-01
667,27363,2025-08-13,product_not_received,chargeback,373473,open,
668,27440,2025-11-22,subscription_cancel,retrieval_request,326402,lost,2025-11-28
669,27473,2025-10-13,quality,chargeback,200569,open,
670,27530,2025-11-17,product_not_received,retrieval_request,232527,lost,2025-12-11
671,27534,2025-05-19,product_not_received,chargeback,359982,open,
672,27553,2025-01-26,product_not_received,chargeback,861635,lost,2025-01-31
673,27554,2025-04-13,fraud,chargeback,2331413,lost,2025-05-05
674,27590,2025-10-25,quality,retrieval_request,104480,won,2025-11-16
675,27600,2025-10-01,quality,retrieval_request,1187740,won,2025-10-07
676,27643,2025-10-13,quality,retrieval_request,70574,lost,2025-11-05
677,27675,2026-01-06,quality,chargeback,90086,lost,2026-01-29
678,27708,2025-05-24,quality,chargeback,242655,lost,2025-06-02
679,27739,2025-04-21,quality,chargeback,159206,lost,2025-05-16
680,27748,2025-06-02,product_not_received,pre_arbitration,213617,lost,2025-06-15
681,27862,2025-09-21,subscription_cancel,retrieval_request,407383,lost,2025-10-06
682,27900,2025-03-23,subscription_cancel,chargeback,1322500,won,2025-04-13
683,27901,2025-07-13,subscription_cancel,chargeback,99500,won,2025-07-22
684,27920,2025-09-28,quality,retrieval_request,51744,open,
685,28013,2025-02-15,product_not_received,chargeback,164476,lost,2025-03-06
686,28157,2025-11-21,quality,chargeback,1353175,won,2025-12-04
687,28176,2026-01-01,subscription_cancel,chargeback,55649,won,2026-01-24
688,28196,2025-04-13,quality,chargeback,173889,lost,2025-05-03
689,28212,2025-08-15,fraud,chargeback,503199,open,
690,28216,2025-12-10,product_not_received,retrieval_request,123408,lost,2026-01-06
691,28229,2025-08-12,duplicate,pre_arbitration,126407,lost,2025-09-10
692,28260,2025-11-09,subscription_cancel,retrieval_request,2483636,lost,2025-12-03
693,28307,2025-05-26,product_not_received,retrieval_request,298318,won,2025-06-19
694,28337,2025-03-30,subscription_cancel,chargeback,270184,won,2025-04-12
695,28408,2025-07-18,product_not_received,chargeback,94117,open,
696,28454,2025-04-17,product_not_received,pre_arbitration,143141,won,2025-04-22
697,28496,2025-10-20,product_not_received,chargeback,89995,won,2025-10-27
698,28530,2025-11-24,product_not_received,chargeback,41648,won,2025-12-16
699,28537,2025-04-14,quality,chargeback,42614,lost,2025-05-05
700,28601,2025-08-21,quality,retrieval_request,99719,won,2025-09-19
701,28620,2025-08-08,product_not_received,retrieval_request,114565,lost,2025-09-02
702,28639,2025-11-03,quality,retrieval_request,98332,lost,2025-11-09
703,28792,2026-01-18,product_not_received,chargeback,491730,won,2026-02-10
704,28827,2025-09-04,product_not_received,chargeback,202554,open,
705,28840,2025-10-17,quality,chargeback,116189,lost,2025-10-25
706,28858,2025-06-13,duplicate,chargeback,410174,lost,2025-07-07
707,28900,2025-07-17,quality,chargeback,1107034,won,2025-08-13
708,28978,2025-10-27,product_not_received,chargeback,726448,open,
709,29011,2025-11-15,quality,pre_arbitration,971875,open,
710,29118,2025-12-09,product_not_received,chargeback,266904,lost,2025-12-26
711,29134,2025-06-20,duplicate,chargeback,242642,lost,2025-07-02
712,29192,2025-03-13,subscription_cancel,chargeback,240563,won,2025-03-24
713,29234,2025-07-09,fraud,retrieval_request,707666,won,2025-07-23
714,29267,2026-01-14,subscription_cancel,chargeback,87322,lost,2026-02-08
715,29272,2025-09-22,quality,retrieval_request,50099,open,
716,29273,2025-03-10,product_not_received,retrieval_request,111956,won,2025-03-29
717,29388,2025-08-10,duplicate,chargeback,42832,won,2025-08-17
718,29403,2025-04-17,subscription_cancel,chargeback,36657,won,2025-05-06
719,29418,2025-06-07,product_not_received,retrieval_request,256381,open,
720,29423,2025-03-10,quality,chargeback,647652,won,2025-03-30
721,29444,2026-01-08,subscription_cancel,retrieval_request,87688,lost,2026-01-29
722,29491,2025-10-29,subscription_cancel,chargeback,76924,lost,2025-11-09
723,29498,2025-09-09,product_not_received,chargeback,239792,lost,2025-09-15
724,29520,2025-01-27,quality,chargeback,217572,lost,2025-02-26
725,29533,2025-09-04,product_not_received,chargeback,58265,open,
726,29630,2025-01-26,product_not_received,pre_arbitration,74791,lost,2025-02-04
727,29637,2025-07-25,quality,chargeback,84671,open,
728,29726,2025-11-15,fraud,chargeback,322115,won,2025-12-14
729,29752,2025-09-26,quality,chargeback,25088,won,2025-10-12
730,29868,2025-08-10,product_not_received,chargeback,527853,lost,2025-08-19
731,29903,2025-10-06,product_not_received,retrieval_request,221683,won,2025-11-01
732,29904,2025-03-13,product_not_received,chargeback,123117,lost,2025-03-29
733,29991,2025-05-28,fraud,retrieval_request,1007305,lost,2025-06-19
734,30084,2025-08-25,product_not_received,chargeback,289644,lost,2025-09-13
735,30093,2025-10-14,quality,chargeback,251414,lost,2025-11-13
736,30107,2025-12-07,subscription_cancel,chargeback,81858,won,2025-12-26
737,30308,2025-05-29,subscription_cancel,chargeback,99400,open,
738,30312,2025-08-01,fraud,chargeback,1116227,won,2025-08-18
739,30342,2025-12-06,subscription_cancel,retrieval_request,687704,won,2025-12-20
740,30446,2025-11-05,quality,chargeback,47179,lost,2025-11-18
741,30454,2026-01-07,quality,retrieval_request,81231,lost,2026-01-13
742,30475,2025-08-12,subscription_cancel,pre_arbitration,130322,lost,2025-08-23
743,30484,2025-09-16,duplicate,chargeback,106088,open,
744,30486,2025-08-01,quality,retrieval_request,43377,lost,2025-08-06
745,30493,2025-10-04,fraud,chargeback,2744561,won,2025-10-31
746,30561,2025-03-05,quality,retrieval_request,326807,won,2025-03-31
747,30592,2025-03-13,subscription_cancel,retrieval_request,51232,won,2025-03-29
748,30604,2025-03-19,product_not_received,chargeback,60923,open,
749,30616,2025-07-27,product_not_received,chargeback,646927,open,
750,30640,2025-06-23,product_not_received,chargeback,295503,won,2025-07-17
751,30708,2025-12-26,subscription_cancel,chargeback,62883,won,2026-01-15
752,30751,2026-01-27,product_not_received,retrieval_request,144257,won,2026-02-11
753,30753,2025-07-09,product_not_received,chargeback,256280,lost,2025-07-29
754,30761,2025-03-21,quality,chargeback,53139,won,2025-03-27
755,30810,2025-10-29,quality,retrieval_request,1268245,open,
756,30816,2025-12-21,quality,chargeback,286321,won,2026-01-11
757,30830,2025-05-25,quality,chargeback,109933,won,2025-06-07
758,30849,2025-11-25,quality,pre_arbitration,96290,lost,2025-12-24
759,30861,2025-12-20,quality,chargeback,104547,won,2026-01-02
760,30881,2025-05-29,product_not_received,pre_arbitration,734225,open,
761,30886,2025-10-29,subscription_cancel,chargeback,1158848,open,
762,30949,2025-03-02,subscription_cancel,retrieval_request,2038343,won,2025-03-30
763,30994,2025-04-30,duplicate,chargeback,143163,won,2025-05-14
764,31008,2026-01-04,product_not_received,chargeback,444705,lost,2026-02-01
765,31026,2025-12-15,quality,chargeback,84763,lost,2026-01-11
766,31032,2026-01-16,product_not_received,chargeback,128946,won,2026-02-07
767,31049,2025-09-26,product_not_received,chargeback,144038,lost,2025-10-10
768,31065,2025-12-23,product_not_received,retrieval_request,71273,open,
769,31087,2025-07-23,subscription_cancel,chargeback,221140,lost,2025-08-20
770,31128,2025-11-24,duplicate,retrieval_request,586808,lost,2025-12-19
771,31145,2025-04-30,fraud,retrieval_request,468619,open,
772,31146,2025-11-29,subscription_cancel,pre_arbitration,711108,lost,2025-12-19
773,31181,2025-07-28,quality,chargeback,155766,won,2025-08-18
774,31185,2025-05-24,quality,chargeback,349029,lost,2025-06-20
775,31291,2026-01-16,quality,chargeback,57144,lost,2026-01-27
776,31316,2025-03-13,subscription_cancel,chargeback,333616,won,2025-04-04
777,31396,2025-12-18,quality,retrieval_request,142056,lost,2025-12-31
778,31406,2025-12-31,quality,retrieval_request,208637,lost,2026-01-08
779,31460,2025-08-13,quality,chargeback,2090606,lost,2025-08-26
780,31518,2025-04-23,quality,chargeback,676966,lost,2025-05-15
781,31523,2025-06-12,product_not_received,retrieval_request,121075,lost,2025-07-04
782,31524,2025-11-09,duplicate,chargeback,552866,lost,2025-11-15
783,31607,2025-08-14,product_not_received,chargeback,2119631,won,2025-08-21
784,31618,2025-12-16,product_not_received,pre_arbitration,1006144,won,2026-01-13
785,31666,2025-07-22,duplicate,pre_arbitration,39293,open,
786,31710,2025-02-07,product_not_received,chargeback,352964,won,2025-02-15
787,31890,2025-10-08,product_not_received,chargeback,59953,open,
788,31918,2025-08-25,duplicate,chargeback,28567,won,2025-09-14
789,31946,2026-01-18,quality,chargeback,268474,open,
790,31955,2025-04-07,duplicate,chargeback,80241,lost,2025-04-17
791,31956,2025-11-25,fraud,chargeback,4598890,lost,2025-12-16
792,31987,2025-04-08,product_not_received,chargeback,103431,lost,2025-04-23
793,31998,2025-01-20,duplicate,chargeback,250816,lost,2025-01-29
794,32076,2025-11-28,fraud,chargeback,515900,open,
795,32089,2025-08-15,quality,chargeback,32573,lost,2025-09-06
796,32091,2025-10-20,quality,chargeback,78445,won,2025-11-18
797,32114,2025-02-04,subscription_cancel,retrieval_request,109061,open,
798,32128,2025-08-03,product_not_received,chargeback,161648,lost,2025-08-20
799,32150,2025-12-03,subscription_cancel,retrieval_request,31803,won,2025-12-14
800,32163,2025-08-12,duplicate,retrieval_request,745560,open,
801,32211,2025-07-04,quality,retrieval_request,28407,lost,2025-07-16
802,32216,2025-03-01,quality,chargeback,1070249,lost,2025-03-16
803,32259,2025-04-15,product_not_received,chargeback,51072,lost,2025-05-03
804,32292,2025-04-04,product_not_received,retrieval_request,146321,won,2025-04-16
805,32304,2025-10-29,product_not_received,retrieval_request,92743,won,2025-11-04
806,32482,2025-04-21,product_not_received,pre_arbitration,331535,won,2025-05-01
807,32533,2026-01-20,product_not_received,retrieval_request,746895,won,2026-01-26
808,32580,2025-05-30,subscription_cancel,retrieval_request,157768,won,2025-06-12
