settlement_id,merchant_id,batch_date,settled_ts,gross_amount_uzs,commission_uzs,net_amount_uzs,holdback_uzs
11908,278,2025-06-08,2025-06-09 07:00:00,906000,6374,899626,0
11909,278,2025-06-09,2025-06-10 15:00:00,896000,7294,888706,0
11910,278,2025-06-10,2025-06-11 16:00:00,642700,6168,636532,0
11911,278,2025-06-11,2025-06-12 13:00:00,327200,3865,323335,0
11912,278,2025-06-12,2025-06-13 08:00:00,1033800,11198,1022602,0
11913,278,2025-06-13,2025-06-14 17:00:00,150600,1687,148913,0
11914,278,2025-06-14,2025-06-15 13:00:00,509400,5818,503582,0
11915,278,2025-06-15,2025-06-16 06:00:00,276300,3196,273104,0
11916,278,2025-06-16,2025-06-18 13:00:00,2296700,25235,2271465,0
11917,278,2025-06-17,2025-06-19 18:00:00,16900,149,16751,0
11918,278,2025-06-18,2025-06-20 11:00:00,2378700,19048,2359652,0
11919,278,2025-06-21,2025-06-23 18:00:00,888700,8877,879823,0
11920,278,2025-06-22,2025-06-23 06:00:00,928700,9067,919633,0
11921,278,2025-06-23,2025-06-25 18:00:00,607600,6857,600743,0
11922,278,2025-06-24,2025-06-26 11:00:00,423400,3286,420114,0
11923,278,2025-06-25,2025-06-27 09:00:00,354000,3920,350080,0
11924,278,2025-06-26,2025-06-27 10:00:00,147400,1518,145882,0
11925,278,2025-06-27,2025-06-29 19:00:00,1298900,14649,1284251,0
11926,278,2025-06-28,2025-06-29 11:00:00,1033600,11980,1021620,0
11927,278,2025-07-01,2025-07-03 17:00:00,140600,1122,139478,0
11928,278,2025-07-03,2025-07-04 06:00:00,260700,2337,258363,0
11929,278,2025-07-04,2025-07-05 16:00:00,2947400,21800,2925600,0
11930,278,2025-07-05,2025-07-07 08:00:00,589500,6453,583047,0
11931,278,2025-07-06,2025-07-07 10:00:00,459200,4428,454772,0
11932,278,2025-07-07,2025-07-08 14:00:00,360300,2815,357485,0
11933,278,2025-07-08,2025-07-10 14:00:00,633700,4494,629206,0
11934,278,2025-07-09,2025-07-11 15:00:00,1614300,14701,1599599,0
11935,278,2025-07-10,2025-07-11 12:00:00,581000,5134,575866,0
11936,278,2025-07-12,2025-07-14 07:00:00,796000,6361,789639,0
11937,278,2025-07-13,2025-07-14 12:00:00,573800,6325,567475,0
11938,278,2025-07-14,2025-07-15 12:00:00,884800,6502,878298,0
11939,278,2025-07-15,2025-07-16 15:00:00,251800,2820,248980,0
11940,278,2025-07-18,2025-07-20 08:00:00,143400,1402,141998,0
11941,278,2025-07-19,2025-07-21 19:00:00,134200,1262,132938,0
11942,278,2025-07-20,2025-07-22 16:00:00,76600,895,75705,0
11943,278,2025-07-21,2025-07-22 12:00:00,510000,4459,505541,0
11944,278,2025-07-23,2025-07-25 07:00:00,1509900,16771,1493129,0
11945,278,2025-07-24,2025-07-26 16:00:00,123400,1381,122019,0
11946,278,2025-07-25,2025-07-27 19:00:00,547900,4325,543575,0
11947,278,2025-07-26,2025-07-28 14:00:00,397700,4434,393266,0
11948,278,2025-07-27,2025-07-29 10:00:00,3432100,24852,3407248,0
11949,278,2025-07-28,2025-07-29 10:00:00,734500,5194,729306,0
11950,278,2025-08-02,2025-08-04 06:00:00,279200,3170,276030,0
11951,278,2025-08-03,2025-08-05 06:00:00,439700,4653,435047,0
11952,278,2025-08-04,2025-08-05 16:00:00,225300,2436,222864,0
11953,278,2025-08-05,2025-08-07 09:00:00,84600,752,83848,0
11954,278,2025-08-06,2025-08-07 07:00:00,842100,6711,835389,0
11955,278,2025-08-07,2025-08-08 13:00:00,76000,585,75415,0
11956,278,2025-08-08,2025-08-10 09:00:00,102800,1101,101699,0
11957,278,2025-08-09,2025-08-10 10:00:00,359900,4311,355589,0
11958,278,2025-08-10,2025-08-11 14:00:00,318600,2978,315622,0
11959,278,2025-08-11,2025-08-13 19:00:00,783200,8518,774682,0
11960,278,2025-08-12,2025-08-13 06:00:00,238800,2567,236233,0
11961,278,2025-08-13,2025-08-14 12:00:00,568700,4524,564176,0
11962,278,2025-08-14,2025-08-15 10:00:00,601400,6074,595326,0
11963,278,2025-08-15,2025-08-17 10:00:00,713200,6493,706707,0
11964,278,2025-08-16,2025-08-18 08:00:00,804000,7528,796472,0
11965,278,2025-08-17,2025-08-18 12:00:00,851100,7294,843806,0
11966,278,2025-08-20,2025-08-22 10:00:00,256800,2138,254662,0
11967,278,2025-08-22,2025-08-24 16:00:00,960300,10279,950021,0
11968,278,2025-08-23,2025-08-25 14:00:00,250000,2879,247121,0
11969,278,2025-08-25,2025-08-27 16:00:00,1493500,17239,1476261,0
11970,278,2025-08-26,2025-08-28 10:00:00,893500,7249,886251,0
11971,278,2025-08-27,2025-08-28 12:00:00,384500,3715,380785,0
11972,278,2025-08-28,2025-08-30 16:00:00,350800,3788,347012,0
11973,278,2025-09-03,2025-09-05 06:00:00,819000,8180,810820,0
11974,278,2025-09-04,2025-09-05 06:00:00,137700,1351,136349,0
11975,278,2025-09-06,2025-09-08 06:00:00,591700,5689,586011,0
11976,278,2025-09-07,2025-09-08 08:00:00,1162600,13804,1148796,0
11977,278,2025-09-08,2025-09-10 11:00:00,2292800,23173,2269627,0
11978,278,2025-09-09,2025-09-10 11:00:00,223500,1689,221811,0
11979,278,2025-09-10,2025-09-11 19:00:00,500300,5437,494863,0
11980,278,2025-09-11,2025-09-13 10:00:00,903100,8250,894850,0
11981,278,2025-09-12,2025-09-13 13:00:00,438400,4476,433924,0
11982,278,2025-09-13,2025-09-14 18:00:00,927500,8323,919177,0
11983,278,2025-09-14,2025-09-15 06:00:00,321600,3087,318513,0
11984,278,2025-09-15,2025-09-16 10:00:00,1180900,11319,1169581,0
11985,278,2025-09-16,2025-09-17 18:00:00,205800,1711,204089,0
11986,278,2025-09-17,2025-09-19 19:00:00,407700,3193,404507,0
11987,278,2025-09-18,2025-09-19 09:00:00,370300,3392,366908,0
11988,278,2025-09-19,2025-09-20 06:00:00,1050300,12164,1038136,0
11989,278,2025-09-21,2025-09-22 17:00:00,780000,5832,774168,0
11990,278,2025-09-22,2025-09-23 12:00:00,780000,8555,771445,0
11991,278,2025-09-23,2025-09-25 18:00:00,646600,6562,640038,0
11992,278,2025-09-24,2025-09-25 09:00:00,191900,1470,190430,0
11993,278,2025-09-26,2025-09-27 07:00:00,197300,1628,195672,0
11994,278,2025-09-27,2025-09-29 19:00:00,1053200,7568,1045632,0
11995,278,2025-09-28,2025-09-30 06:00:00,594700,4324,590376,0
11996,278,2025-10-02,2025-10-04 16:00:00,1130300,13492,1116808,0
11997,278,2025-10-03,2025-10-04 18:00:00,657800,7103,650697,0
11998,278,2025-10-04,2025-10-05 13:00:00,1280300,13720,1266580,0
11999,278,2025-10-05,2025-10-06 12:00:00,314800,2811,311989,0
12000,278,2025-10-06,2025-10-07 18:00:00,683800,7577,676223,0
12001,278,2025-10-07,2025-10-09 17:00:00,239600,2093,237507,0
12002,278,2025-10-08,2025-10-10 13:00:00,1160200,13457,1146743,0
12003,278,2025-10-09,2025-10-11 07:00:00,547500,5197,542303,0
12004,278,2025-10-10,2025-10-12 06:00:00,249300,1964,247336,0
12005,278,2025-10-11,2025-10-12 13:00:00,822000,5783,816217,0
12006,278,2025-10-12,2025-10-14 14:00:00,151600,1407,150193,0
12007,278,2025-10-14,2025-10-15 10:00:00,172100,1697,170403,0
12008,278,2025-10-16,2025-10-18 09:00:00,1082400,12582,1069818,0
12009,278,2025-10-17,2025-10-19 10:00:00,212900,1816,211084,0
12010,278,2025-10-19,2025-10-21 18:00:00,1048500,10321,1038179,0
12011,278,2025-10-20,2025-10-21 15:00:00,268800,2590,266210,0
12012,278,2025-10-21,2025-10-22 16:00:00,1386800,11213,1375587,0
12013,278,2025-10-22,2025-10-24 18:00:00,859400,9720,849680,0
12014,278,2025-10-23,2025-10-24 16:00:00,692800,6557,686243,0
12015,278,2025-10-24,2025-10-25 10:00:00,424300,4029,420271,0
12016,278,2025-10-26,2025-10-27 09:00:00,390900,3415,387485,0
12017,278,2025-10-28,2025-10-30 10:00:00,377000,3196,373804,0
12018,278,2025-11-01,2025-11-02 14:00:00,1652900,18590,1634310,0
12019,278,2025-11-02,2025-11-04 15:00:00,443600,4597,439003,0
12020,278,2025-11-03,2025-11-05 18:00:00,772300,6313,765987,0
12021,278,2025-11-04,2025-11-06 10:00:00,428900,4407,424493,0
12022,278,2025-11-05,2025-11-07 19:00:00,181800,1757,180043,0
12023,278,2025-11-06,2025-11-07 13:00:00,834500,9664,824836,0
12024,278,2025-11-07,2025-11-08 07:00:00,121900,1025,120875,0
12025,278,2025-11-08,2025-11-10 15:00:00,630600,6446,624154,0
12026,278,2025-11-09,2025-11-11 10:00:00,730200,5544,724656,0
12027,278,2025-11-10,2025-11-12 13:00:00,727000,8234,718766,0
12028,278,2025-11-11,2025-11-12 14:00:00,574800,5562,569238,0
12029,278,2025-11-12,2025-11-14 14:00:00,2050800,18505,2032295,0
12030,278,2025-11-13,2025-11-15 14:00:00,372000,2749,369251,0
12031,278,2025-11-14,2025-11-16 19:00:00,338100,3295,334805,0
12032,278,2025-11-15,2025-11-17 18:00:00,1524900,11338,1513562,0
12033,278,2025-11-16,2025-11-17 18:00:00,149400,1663,147737,0
12034,278,2025-11-17,2025-11-19 18:00:00,469600,3846,465754,0
12035,278,2025-11-18,2025-11-19 06:00:00,349200,3894,345306,0
12036,278,2025-11-19,2025-11-20 15:00:00,1438100,11560,1426540,0
12037,278,2025-11-20,2025-11-21 08:00:00,872500,9207,863293,0
12038,278,2025-11-21,2025-11-22 10:00:00,550500,4150,546350,0
12039,278,2025-11-22,2025-11-24 13:00:00,138500,1185,137315,0
12040,278,2025-11-23,2025-11-24 10:00:00,570700,4244,566456,0
12041,278,2025-11-24,2025-11-25 06:00:00,78700,637,78063,0
12042,278,2025-11-25,2025-11-27 16:00:00,544500,5850,538650,0
12043,278,2025-11-26,2025-11-27 10:00:00,802300,8273,794027,0
12044,278,2025-11-27,2025-11-29 10:00:00,817300,8795,808505,0
12045,278,2025-12-01,2025-12-05 09:00:00,608900,4694,604206,0
12046,278,2025-12-02,2025-12-05 19:00:00,1228000,13534,1214466,0
12047,278,2025-12-03,2025-12-07 10:00:00,587000,5433,581567,0
12048,278,2025-12-04,2025-12-08 19:00:00,419500,3595,415905,0
12049,278,2025-12-05,2025-12-08 11:00:00,1093600,12726,1080874,0
12050,278,2025-12-06,2025-12-08 12:00:00,1945600,15183,1930417,0
12051,278,2025-12-07,2025-12-10 13:00:00,3593200,31577,3561623,0
12052,278,2025-12-09,2025-12-11 16:00:00,964600,8179,956421,0
12053,278,2025-12-10,2025-12-13 10:00:00,606100,5579,600521,0
12054,278,2025-12-11,2025-12-16 08:00:00,1609700,12849,1596851,0
12055,278,2025-12-12,2025-12-14 18:00:00,204700,2446,202254,0
12056,278,2025-12-13,2025-12-16 18:00:00,971800,9918,961882,0
12057,278,2025-12-14,2025-12-18 10:00:00,583500,5143,578357,0
12058,278,2025-12-15,2025-12-19 06:00:00,1425300,13367,1411933,0
12059,278,2025-12-16,2025-12-19 16:00:00,499400,4549,494851,0
12060,278,2025-12-17,2025-12-21 14:00:00,3147100,35649,3111451,0
12061,278,2025-12-18,2025-12-23 09:00:00,724800,7401,717399,0
12062,278,2025-12-19,2025-12-23 12:00:00,3041900,27196,3014704,0
12063,278,2025-12-20,2025-12-22 10:00:00,1015700,9853,1005847,0
12064,278,2025-12-21,2025-12-23 19:00:00,121700,1320,120380,0
12065,278,2025-12-22,2025-12-25 08:00:00,635700,5099,630601,0
12066,278,2025-12-23,2025-12-28 19:00:00,1033200,11397,1021803,0
12067,278,2025-12-24,2025-12-27 11:00:00,740100,7630,732470,0
12068,278,2025-12-25,2025-12-27 07:00:00,1588000,14054,1573946,0
12069,278,2025-12-26,2025-12-29 07:00:00,255900,2558,253342,0
12070,279,2025-01-13,2025-01-14 15:00:00,17100,191,16909,0
12071,279,2025-01-27,2025-01-28 13:00:00,112100,977,111123,0
12072,279,2025-02-11,2025-02-12 17:00:00,30500,215,30285,0
12073,279,2025-03-05,2025-03-06 13:00:00,43100,312,42788,0
12074,279,2025-04-02,2025-04-04 18:00:00,161800,1814,159986,0
12075,279,2025-04-23,2025-04-25 19:00:00,60000,664,59336,0
12076,279,2025-05-01,2025-05-02 10:00:00,32900,302,32598,0
12077,279,2025-06-03,2025-06-04 08:00:00,88600,919,87681,0
12078,279,2025-07-28,2025-07-30 12:00:00,41100,461,40639,0
12079,279,2025-08-02,2025-08-03 16:00:00,91100,651,90449,0
12080,279,2025-09-16,2025-09-18 12:00:00,17600,142,17458,0
12081,279,2025-09-20,2025-09-21 06:00:00,216200,2536,213664,0
12082,279,2025-09-24,2025-09-25 13:00:00,147200,1379,145821,0
12083,279,2025-12-02,2025-12-07 07:00:00,17100,140,16960,0
12084,279,2025-12-23,2025-12-28 12:00:00,103500,1109,102391,0
12085,280,2025-01-10,2025-01-14 06:00:00,65000,479,64521,0
12086,280,2025-03-02,2025-03-04 09:00:00,31700,331,31369,0
12087,280,2025-03-10,2025-03-13 14:00:00,200700,1833,198867,0
12088,280,2025-06-19,2025-06-23 16:00:00,29100,263,28837,0
12089,280,2025-08-21,2025-08-24 11:00:00,143700,1553,142147,0
12090,280,2025-09-12,2025-09-16 09:00:00,69600,834,68766,0
12091,280,2025-09-26,2025-09-28 16:00:00,163000,1279,161721,0
12092,280,2025-10-07,2025-10-10 18:00:00,121100,1277,119823,0
12093,280,2025-10-20,2025-10-23 08:00:00,27400,301,27099,0
12094,280,2025-11-01,2025-11-05 07:00:00,58000,467,57533,0
12095,280,2025-12-02,2025-12-06 12:00:00,67500,579,66921,0
12096,280,2025-12-15,2025-12-20 07:00:00,220400,2249,218151,0
12097,280,2025-12-19,2025-12-24 11:00:00,183100,1871,181229,0
12098,280,2025-12-23,2025-12-27 07:00:00,124100,1030,123070,0
12099,281,2025-05-25,2025-05-27 06:00:00,79900,617,79283,0
12100,281,2025-06-06,2025-06-07 12:00:00,45800,479,45321,0
12101,281,2025-06-23,2025-06-25 14:00:00,161200,1477,159723,0
12102,281,2025-07-08,2025-07-10 06:00:00,30400,229,30171,0
12103,281,2025-09-24,2025-09-25 18:00:00,47700,376,47324,0
12104,281,2025-10-22,2025-10-24 06:00:00,100000,1096,98904,0
12105,281,2025-12-03,2025-12-06 12:00:00,94500,695,93805,0
12106,281,2025-12-21,2025-12-25 08:00:00,84400,1003,83397,0
12107,281,2025-12-26,2025-12-29 09:00:00,154200,1477,152723,0
12108,282,2025-03-11,2025-03-13 13:00:00,23000,251,22749,0
12109,282,2025-05-28,2025-05-30 12:00:00,153100,1286,151814,0
12110,282,2025-08-17,2025-08-18 19:00:00,166100,1484,164616,0
12111,282,2025-10-26,2025-10-28 08:00:00,58000,565,57435,0
12112,282,2025-12-05,2025-12-09 15:00:00,84500,994,83506,0
12113,282,2025-12-08,2025-12-11 10:00:00,76100,624,75476,0
12114,283,2025-01-04,2025-01-05 15:00:00,36800,396,36404,0
12115,283,2025-01-09,2025-01-10 10:00:00,108700,1300,107400,0
12116,283,2025-01-15,2025-01-17 09:00:00,33900,320,33580,0
12117,283,2025-01-25,2025-01-26 14:00:00,76200,634,75566,0
12118,283,2025-02-06,2025-02-07 09:00:00,144400,1089,143311,0
12119,283,2025-02-11,2025-02-13 19:00:00,70400,702,69698,0
12120,283,2025-02-12,2025-02-13 12:00:00,35300,261,35039,0
12121,283,2025-03-01,2025-03-03 12:00:00,71500,793,70707,0
12122,283,2025-03-16,2025-03-18 11:00:00,85600,660,84940,0
12123,283,2025-04-07,2025-04-09 07:00:00,227400,2040,225360,0
12124,283,2025-04-09,2025-04-10 16:00:00,71300,808,70492,0
12125,283,2025-04-10,2025-04-11 09:00:00,142000,1136,140864,0
12126,283,2025-04-26,2025-04-28 08:00:00,273400,2736,270664,0
12127,283,2025-05-03,2025-05-04 12:00:00,134800,1409,133391,0
12128,283,2025-05-09,2025-05-11 08:00:00,258400,1915,256485,0
12129,283,2025-05-13,2025-05-14 06:00:00,110900,1128,109772,0
12130,283,2025-05-19,2025-05-21 08:00:00,134600,1362,133238,0
12131,283,2025-05-24,2025-05-26 08:00:00,58400,588,57812,0
12132,283,2025-06-08,2025-06-09 06:00:00,105900,891,105009,0
12133,283,2025-06-10,2025-06-12 09:00:00,61400,665,60735,0
12134,283,2025-06-15,2025-06-17 12:00:00,132000,1372,130628,0
12135,283,2025-06-23,2025-06-25 17:00:00,30700,318,30382,0
12136,283,2025-08-01,2025-08-03 10:00:00,87700,915,86785,0
12137,283,2025-08-02,2025-08-03 08:00:00,202500,2386,200114,0
12138,283,2025-08-07,2025-08-08 17:00:00,55500,609,54891,0
12139,283,2025-08-12,2025-08-14 16:00:00,52100,369,51731,0
12140,283,2025-08-14,2025-08-15 15:00:00,78700,862,77838,0
12141,283,2025-08-20,2025-08-21 10:00:00,26400,278,26122,0
12142,283,2025-08-28,2025-08-29 08:00:00,79800,844,78956,0
12143,283,2025-09-08,2025-09-10 10:00:00,201200,1462,199738,0
12144,283,2025-09-18,2025-09-20 17:00:00,31200,247,30953,0
12145,283,2025-09-26,2025-09-27 12:00:00,114400,925,113475,0
12146,283,2025-10-02,2025-10-03 08:00:00,55700,454,55246,0
12147,283,2025-10-05,2025-10-07 11:00:00,39600,331,39269,0
12148,283,2025-10-10,2025-10-12 11:00:00,136300,1353,134947,0
12149,283,2025-10-20,2025-10-21 08:00:00,70800,671,70129,0
12150,283,2025-10-27,2025-10-29 07:00:00,45600,399,45201,0
12151,283,2025-11-02,2025-11-03 10:00:00,128300,1538,126762,0
12152,283,2025-11-05,2025-11-06 10:00:00,155100,1381,153719,0
12153,283,2025-11-06,2025-11-07 11:00:00,379800,3014,376786,0
12154,283,2025-11-07,2025-11-08 13:00:00,125700,1004,124696,0
12155,283,2025-11-08,2025-11-10 07:00:00,100000,754,99246,0
12156,283,2025-11-19,2025-11-20 06:00:00,59800,610,59190,0
12157,283,2025-11-21,2025-11-23 18:00:00,110600,1254,109346,0
12158,283,2025-11-25,2025-11-26 10:00:00,258500,2271,256229,0
12159,283,2025-12-02,2025-12-07 15:00:00,88200,831,87369,0
12160,283,2025-12-04,2025-12-06 16:00:00,318400,3171,315229,0
12161,283,2025-12-08,2025-12-10 08:00:00,62700,538,62162,0
12162,283,2025-12-20,2025-12-23 16:00:00,108400,952,107448,0
12163,283,2025-12-21,2025-12-24 19:00:00,30700,292,30408,0
12164,283,2025-12-22,2025-12-25 17:00:00,355600,3153,352447,0
12165,283,2025-12-25,2025-12-30 11:00:00,453800,5188,448612,0
12166,284,2025-02-12,2025-02-14 19:00:00,32300,314,31986,0
12167,284,2025-03-03,2025-03-05 07:00:00,125400,1425,123975,0
12168,284,2025-03-18,2025-03-20 12:00:00,33500,307,33193,0
12169,284,2025-03-19,2025-03-20 10:00:00,72400,800,71600,0
12170,284,2025-06-03,2025-06-05 14:00:00,121700,924,120776,0
12171,284,2025-06-18,2025-06-19 11:00:00,107400,1045,106355,0
12172,284,2025-06-27,2025-06-29 08:00:00,223000,1910,221090,0
12173,284,2025-07-26,2025-07-27 15:00:00,65800,477,65323,0
12174,284,2025-10-18,2025-10-20 11:00:00,68700,607,68093,0
12175,284,2025-10-21,2025-10-23 13:00:00,108500,1213,107287,0
12176,284,2025-10-25,2025-10-27 08:00:00,133300,1481,131819,0
12177,284,2025-12-13,2025-12-18 19:00:00,22600,221,22379,0
12178,285,2025-01-10,2025-01-11 08:00:00,267300,2699,264601,0
12179,285,2025-01-20,2025-01-21 18:00:00,240100,1793,238307,0
12180,285,2025-03-01,2025-03-03 11:00:00,60500,493,60007,0
12181,285,2025-03-27,2025-03-28 18:00:00,28700,337,28363,0
12182,285,2025-04-02,2025-04-03 13:00:00,71000,664,70336,0
12183,285,2025-04-07,2025-04-08 07:00:00,63800,620,63180,0
12184,285,2025-04-15,2025-04-16 18:00:00,125400,1270,124130,0
12185,285,2025-04-18,2025-04-20 11:00:00,29000,341,28659,0
12186,285,2025-04-19,2025-04-20 12:00:00,301800,3313,298487,0
12187,285,2025-05-06,2025-05-07 06:00:00,69500,577,68923,0
12188,285,2025-05-14,2025-05-15 08:00:00,65400,471,64929,0
12189,285,2025-05-22,2025-05-24 18:00:00,132000,1439,130561,0
12190,285,2025-05-24,2025-05-25 06:00:00,142600,1472,141128,0
12191,285,2025-06-17,2025-06-18 12:00:00,67600,712,66888,0
12192,285,2025-07-06,2025-07-07 13:00:00,304700,3120,301580,0
12193,285,2025-07-16,2025-07-17 09:00:00,57100,595,56505,0
12194,285,2025-07-25,2025-07-26 16:00:00,125800,1186,124614,0
12195,285,2025-07-27,2025-07-28 13:00:00,73400,870,72530,0
12196,285,2025-08-10,2025-08-12 12:00:00,86600,971,85629,0
12197,285,2025-08-26,2025-08-27 16:00:00,68900,678,68222,0
12198,285,2025-09-07,2025-09-08 18:00:00,156100,1126,154974,0
12199,285,2025-09-23,2025-09-25 17:00:00,57000,466,56534,0
12200,285,2025-10-16,2025-10-17 06:00:00,195700,2210,193490,0
12201,285,2025-10-24,2025-10-25 10:00:00,51000,377,50623,0
12202,285,2025-11-05,2025-11-06 11:00:00,182000,1340,180660,0
12203,285,2025-12-07,2025-12-11 12:00:00,37400,350,37050,0
12204,285,2025-12-21,2025-12-25 10:00:00,154400,1410,152990,0
12205,285,2025-12-23,2025-12-26 18:00:00,77600,918,76682,0
12206,286,2025-01-03,2025-01-04 07:00:00,58200,985,57215,0
12207,286,2025-01-11,2025-01-12 08:00:00,206900,3480,203420,0
12208,286,2025-01-21,2025-01-22 07:00:00,136100,1953,134147,0
12209,286,2025-01-26,2025-01-27 06:00:00,84900,1075,83825,0
12210,286,2025-02-03,2025-02-05 11:00:00,59600,902,58698,0
12211,286,2025-02-08,2025-02-09 10:00:00,76200,1254,74946,0
12212,286,2025-02-14,2025-02-15 12:00:00,90200,1366,88834,0
12213,286,2025-02-21,2025-02-22 11:00:00,95300,1167,94133,0
12214,286,2025-03-03,2025-03-04 17:00:00,96100,1182,94918,0
12215,286,2025-03-23,2025-03-25 06:00:00,104500,1365,103135,0
12216,286,2025-04-14,2025-04-16 18:00:00,174800,2804,171996,0
12217,286,2025-05-23,2025-05-24 07:00:00,120500,1576,118924,0
12218,286,2025-06-05,2025-06-07 16:00:00,91000,1327,89673,0
12219,286,2025-06-25,2025-06-27 14:00:00,69500,981,68519,0
12220,286,2025-07-02,2025-07-03 18:00:00,73900,1031,72869,0
12221,286,2025-07-05,2025-07-06 17:00:00,89200,1472,87728,0
12222,286,2025-07-16,2025-07-17 14:00:00,141900,2014,139886,0
12223,286,2025-08-09,2025-08-11 13:00:00,428800,5786,423014,0
12224,286,2025-08-15,2025-08-16 10:00:00,107200,1815,105385,0
12225,286,2025-09-28,2025-09-30 09:00:00,76400,987,75413,0
12226,286,2025-10-03,2025-10-05 11:00:00,99500,1633,97867,0
12227,286,2025-10-06,2025-10-08 18:00:00,41900,730,41170,0
12228,286,2025-10-11,2025-10-12 14:00:00,78800,1325,77475,0
12229,286,2025-10-13,2025-10-15 07:00:00,236700,3814,232886,0
12230,286,2025-10-20,2025-10-22 17:00:00,75600,1344,74256,0
12231,286,2025-10-22,2025-10-23 11:00:00,245700,3676,242024,0
12232,286,2025-11-16,2025-11-18 13:00:00,28400,422,27978,0
12233,286,2025-12-01,2025-12-04 08:00:00,95900,1650,94250,0
12234,286,2025-12-04,2025-12-07 17:00:00,74000,969,73031,0
12235,286,2025-12-10,2025-12-13 08:00:00,167200,2071,165129,0
12236,286,2025-12-12,2025-12-14 14:00:00,185700,2518,183182,0
12237,286,2025-12-20,2025-12-23 06:00:00,153600,2475,151125,0
12238,286,2025-12-21,2025-12-24 10:00:00,331200,4022,327178,0
12239,286,2025-12-22,2025-12-27 06:00:00,212200,3334,208866,0
12240,286,2025-12-23,2025-12-28 18:00:00,175100,2656,172444,0
12241,286,2025-12-24,2025-12-27 14:00:00,263100,3682,259418,0
12242,287,2025-01-02,2025-01-03 06:00:00,269500,2641,266859,0
12243,287,2025-01-03,2025-01-05 19:00:00,495700,5612,490088,0
12244,287,2025-01-04,2025-01-06 10:00:00,214300,2354,211946,0
12245,287,2025-01-05,2025-01-06 08:00:00,1313900,14109,1299791,0
12246,287,2025-01-06,2025-01-08 12:00:00,242900,2311,240589,0
12247,287,2025-01-08,2025-01-09 11:00:00,109900,872,109028,0
12248,287,2025-01-09,2025-01-10 12:00:00,276200,2863,273337,0
12249,287,2025-01-10,2025-01-11 14:00:00,429100,3047,426053,0
12250,287,2025-01-12,2025-01-13 08:00:00,292700,2928,289772,0
12251,287,2025-01-13,2025-01-14 06:00:00,176500,1650,174850,0
12252,287,2025-01-14,2025-01-15 14:00:00,583000,6026,576974,0
12253,287,2025-01-15,2025-01-17 18:00:00,1409400,14298,1395102,0
12254,287,2025-01-16,2025-01-17 08:00:00,196800,1615,195185,0
12255,287,2025-01-17,2025-01-18 07:00:00,141300,1113,140187,0
12256,287,2025-01-19,2025-01-21 14:00:00,750800,8882,741918,0
12257,287,2025-01-20,2025-01-22 06:00:00,1043800,10797,1033003,0
12258,287,2025-01-22,2025-01-24 08:00:00,374100,3813,370287,0
12259,287,2025-01-23,2025-01-24 15:00:00,838200,6809,831391,0
12260,287,2025-01-25,2025-01-26 11:00:00,130500,1130,129370,0
12261,287,2025-01-26,2025-01-28 06:00:00,288000,3429,284571,0
12262,287,2025-01-27,2025-01-28 09:00:00,78800,938,77862,0
12263,287,2025-02-02,2025-02-03 16:00:00,216200,1908,214292,0
12264,287,2025-02-03,2025-02-04 16:00:00,1129100,8538,1120562,0
12265,287,2025-02-06,2025-02-07 18:00:00,535500,5358,530142,0
12266,287,2025-02-07,2025-02-09 12:00:00,371500,2608,368892,0
12267,287,2025-02-08,2025-02-09 15:00:00,690700,6322,684378,0
12268,287,2025-02-09,2025-02-10 09:00:00,332400,3965,328435,0
12269,287,2025-02-10,2025-02-11 10:00:00,934100,10537,923563,0
12270,287,2025-02-11,2025-02-13 08:00:00,177100,1697,175403,0
12271,287,2025-02-12,2025-02-14 12:00:00,79800,721,79079,0
12272,287,2025-02-13,2025-02-15 08:00:00,615500,6668,608832,0
12273,287,2025-02-15,2025-02-16 11:00:00,698400,5968,692432,0
12274,287,2025-02-19,2025-02-21 06:00:00,855500,9156,846344,0
12275,287,2025-02-21,2025-02-23 15:00:00,186200,2154,184046,0
12276,287,2025-02-22,2025-02-23 14:00:00,657300,7576,649724,0
12277,287,2025-02-24,2025-02-25 19:00:00,48800,535,48265,0
12278,287,2025-02-25,2025-02-26 14:00:00,464200,5184,459016,0
12279,287,2025-02-26,2025-02-28 18:00:00,202200,2164,200036,0
12280,287,2025-02-28,2025-03-01 18:00:00,45700,497,45203,0
12281,287,2025-03-02,2025-03-03 06:00:00,219500,2306,217194,0
12282,287,2025-03-05,2025-03-06 15:00:00,203400,1806,201594,0
12283,287,2025-03-06,2025-03-08 09:00:00,261700,2322,259378,0
12284,287,2025-03-07,2025-03-09 09:00:00,210200,2140,208060,0
12285,287,2025-03-08,2025-03-10 12:00:00,304500,3065,301435,0
12286,287,2025-03-09,2025-03-10 11:00:00,751900,6816,745084,0
12287,287,2025-03-12,2025-03-14 14:00:00,122500,1357,121143,0
12288,287,2025-03-13,2025-03-14 08:00:00,866000,9024,856976,0
12289,287,2025-03-14,2025-03-16 13:00:00,1398600,15491,1383109,0
12290,287,2025-03-16,2025-03-18 09:00:00,759500,6614,752886,0
12291,287,2025-03-17,2025-03-19 13:00:00,577800,4813,572987,0
12292,287,2025-03-18,2025-03-20 08:00:00,401300,4021,397279,0
12293,287,2025-03-21,2025-03-22 14:00:00,571200,5462,565738,0
12294,287,2025-03-26,2025-03-28 07:00:00,141400,1368,140032,0
